,Unnamed: 0,Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,latitude,longitude,Vectors,kmeans
5057,5057,08/02/2005,16:04,"Toronto, Canada",Air France,358,"Paris, France - Toronto Canada",Airbus A-340,F-GLZQ,289,309.0,0.0,0.0,"The plane landed almost half-way down Runway 24, overran the runway, broke in two and caught fire. There was severe thunderstorms at the time of the landing with rain, lightning and hail. All 309 aboard escaped. There were 43 injuries. The pilot landed the plane too far down the rain-slick runway making it virtually impossible to stop the plane before it ran off the runway. In addition, the reverse thrust was not employed until 17 seconds after the wheels touched down.",43.6534817,-79.3839347,"[ -8.06252507  -1.77445271   9.62691198 -10.05057464  -7.04560165
 -15.38908246  17.58196586  17.54928809  -1.39264874   4.47325346
  24.89008844  16.92071524   7.00018744   0.82127934 -13.58182308]",4
5058,5058,08/06/2005,15:40,"Off Palermo, Italy",Tuninter,1153,"Bari, Italy - Djerba, Tunisia",ATR-72-202,TS-LBB,258,39.0,16.0,0.0,"The aircraft developed engine trouble while en route from Bari Italy to Djerba, Tunisia The crew contacted Palermo ATC for an emergency landing but ditched into the sea approximately 19 miles north of Palermo. The pilot reported that both engines had failed. Fuel starvation. The maintenance crew incorrectly installed a fuel gauge for a ATR-42 on the ATR-72. Both instruments look very similar.",38.55372328766229,13.353228112981146,"[ -3.65631539  -0.97530436   9.41498677  -9.10303419  -2.29793064
 -13.32988869   8.78721588  10.89117604  -1.74337294   4.53680027
  22.78414556  11.55858386   4.06092767  -5.76882444 -15.01229189]",4
5060,5060,08/14/2005,12:20,"Near Grammatikos, Greece",Helios Airways,522,"Larnaca, Cyprus - Athens, Greece - Prague, Czech Republic",Boeing 737-31S,5B-DBY,29099/2982,121.0,121.0,0.0,"While flying at FL340 towards Athens the crew reported problems with their air conditioning system. As the airliner entered Greek airspace ATC lost contact with the plane. Two Greek F-16 fighters were dispatched to intercept the plane. The F-16 pilots reported that one pilot was not in the cockpit and the other was slumped over the controls. They also said oxygen masks had deployed in the cabin. The plane continued on its programmed route to a holding pattern off the coast of Greece and flew in circles for two hours. Meanwhile, at least two flight attendants had stayed awake using portable oxygen bottles but they couldn't get through the locked, terrorist-proof cockpit door. It was only when one engine failed from fuel starvation that the computer-controlled systems aboard the plane unlocked the door. The plane continued on track until it crashed into mountainous terrain about 25 miles north of Athens. CVR tapes showed that a student pilot/flight attendant, Andreas Prodromos, was at the controls of the aircraft and tried to send a Mayday message twice but the radio was set to the wrong frequency. The cabin pressure control was left in the manual, instead of auto position by maintenance workers. The error was not picked up by the two pilots during three subsequent check lists. They failed to respond to warnings as oxygen masks fell in the passenger cabin which eventually  led to the two pilots losing consciousness and the plane crashing.",38.068058766804384,22.037179852852837,"[-15.37463819   1.90938682  30.79384661 -29.5656734   -4.28352707
 -44.50481153  29.47019825  32.74577574  -3.86837974  21.11127383
  68.34551719  32.68758779  14.53515919 -16.79367027 -47.14225909]",1
5062,5062,08/23/2005,15:06,"Near Pucallpa, Peru",TANS Peru,204,Lima - Pucallpa - Iquitos,Boeing B-737-244,OB-1809,22580/87,98.0,40.0,0.0,"The plane was about to land at Pucallpa when it ran into strong winds from a tropical storm. The pilot tried to make an emergency landing without its landing gear on a road near the jungle airport. The plane crashed, broke up and caught fire about 2 miles from the airport.",-7.926776227916035,-74.19720625550715,"[ -4.39761065  -2.85254222   7.6953712   -7.10675177  -5.01139345
 -12.44017309  14.41906758  15.16524615  -1.5017819    1.72548313
  20.33186585  13.77907076   3.75701918  -0.19291883 -11.97192708]",4
5064,5064,09/05/2005,09:40,"Medan, Indonesia",Mandala Airlines,091,Medan - Jakarta,Boeing 737-230,PK-RIM,22136/738,117.0,99.0,44.0,"Seconds after taking off the jetliner shook violently, veered to the left and crashed into a residential neighborhood 500 yards past the end of the runway.",3.5896654,98.6738261,"[-1.54874195 -0.60352365  1.41010484 -1.91800819 -2.40321025 -3.61727151
  4.77977806  4.95002058 -1.00569628 -0.23405138  6.20678645  4.46998495
  0.84834677  0.01197708 -2.64968266]",0
5065,5065,09/09/2005,15:45,"Near Brazzaville, Congo",Air Kasai,,Boende - Kinshasa,Antonov AN-26A,9Q-CFD,37312901,14.0,14.0,0.0,"While en route, a witness saw the plane lose altitude and crash to the ground and disintegrate into pieces north of Brazzaville. Weather was poor with thunderstorms and strong winds.",-3.896668492847636,15.555929038511431,"[-5.76013962 -0.8092134   9.34730763 -7.39049247  1.362498   -6.84052614
  6.91219285  2.39684027  0.45981113  4.15046785  9.38467827  1.7402969
  4.36097602  0.24462094 -7.09857462]",3
5066,5066,09/15/2005,14:55,"Alto da Boa Vista, Brazil",Viaçao Cometa,,Rio de Janeiro - Jacarepagua,Cessna 525 CitationJet I,PT-WLX,525-0176,2.0,2.0,0.0,"The aircraft, on a positioning flight,  crashed in a wooded area shortly after taking off.",-7.0204676,-37.9446596,"[-2.03455558 -0.29612313  3.05645532 -3.29435194 -0.90132408 -4.46298876
  4.32374118  3.81836149 -0.46442348  1.41619962  6.74198306  2.56639464
  1.38142015 -0.14137823 -4.04595339]",0
5067,5067,09/16/2005,09:00,"San Juan de Manapiare, Venezuela",Wayumi Air Taxi,,San Juan de Manapiare - Puetro Ayacucho,Cessna 207 Skywagon,YV-412C,207-0508,4.0,4.0,0.0,"Crashed into Mount Morrocoy, 5 miles from the airport shortly after taking off. Wreckage found two days later.",5.3282413,-66.0569024,"[-2.35682607 -0.06622141  2.74827939 -4.81137496 -2.20326804 -7.17551273
  7.51235443  5.57789573 -0.19993727  1.22040707  8.45815969  4.18985948
  1.47995619  0.89291826 -5.04428744]",3
5068,5068,09/23/2005,14:15,"Haena, Hawaii","Heli-USA Airways, In- Air Taxi",,Sightseeing,Aerospatiale AS-350BA,N355NT,2053,6.0,4.0,0.0,"After avoiding another helicopter, the helicopter headed into a heavy rainstorm. After entering a turn the airspeed dropped to zero and the helicopter descended rapidly until it hit the water bounced and hit the water again. The pilot's decision to continue flight into adverse weather conditions, which resulted in a loss of control due to an encounter with a microburst. Contributing to the accident was inadequate FAA surveillance of Special Federal Aviation Regulation 71 operating restrictions. Contributing to the loss of life in the accident was the lack of helicopter flotation equipment.",22.224685,-159.5579039,"[ -8.65056914   0.94825652  24.14413921 -13.19658381   4.42350744
 -13.90877238   0.89040671   6.38048446  -0.55040536  18.07058221
  30.79578459   8.80481086  10.83946954 -12.43386069 -24.7242184 ]",2
5070,5070,10/06/2005,05:40,"Winnipeg, Canada",Morningstar Air Express,8060,"Winnipeg - Thunder Bay, Ontario",Cessna 208B,C-FEXS,208B-0542,1.0,1.0,0.0,"Soon after taking off the plane encountered icing conditions and the pilot tried to return to the airport but did not make it crashing into a Canadian National main railway track. In-flight icing conditions in which the aircraft's performance deteriorated until the aircraft was unable to maintain altitude. Also, the aircraft was overloaded by 288 pounds for normal weather conditions, 488 if there was icing.",49.8955367,-97.1384584,"[ -8.73743297  -0.96627039  20.17274233 -11.05155918   3.82623035
 -11.79040812   8.06670156   6.65436506  -0.33560837  11.23219389
  23.51676226   6.84022456   7.42193701  -6.38084741 -17.18829289]",2
5071,5071,10/22/2005,20:40,"Lisa, Nigeria",Bellview Airlines,3210,Lagos - Abuja,Boeing B-737-2L9,5N-BFN,22734/818,117.0,117.0,0.0,The tower lost sight and contact with the plane about five minutes after taking off from Murtala Muhammad International  airport. The plane crashed about 30 miles north of Lagos.  A storm was passing through the airport at about the time the aircraft took off.,7.25,3.6,"[ -4.16841835  -0.90900353   5.07558512  -7.2024883   -3.53337942
 -10.30512747  11.94635341   9.91280863  -1.10893481   1.41233335
  13.53705442   7.90591344   2.82982573   0.8137128   -7.84826586]",3
5072,5072,11/19/2005,22:30,"Stupino, Russia",Ivolga Avia,,Voronezh - Moscow-Domodedovo,Cessna 208B Grand Caravan I,4P-OIN,208B-1052,8.0,8.0,0.0,"While descending for a landing at Domodedovo Airport in a snowstorm, the aircraft crashed into a forest 6 miles northeast of Stupino. Icing conditions were reported at the time of the accident.",54.886598,38.0772589,"[-3.35507855 -0.98853525  7.73355097 -4.84970623  0.32706556 -5.91420597
  5.1293625   4.52797716 -0.10847866  4.8627779  10.67728329  4.1850716
  3.79984204 -1.03089819 -7.45497644]",3
5073,5073,12/06/2005,14:15,"Tehran, Iran",Military - IslamiRepubliof Iran Air Force,,Tehran - Bandar Abbas,Lockheed C-130B Hercules,5-8512,4386,94.0,94.0,14.0,The military plane crashed into an apartment building in the Azari district after taking off from Mehrabad Airport. The plane suffered engine failure and was attempting to return for a emergency landing.,35.6892523,51.3896004,"[-2.27183812 -1.4518731   3.33006519 -4.78587528 -4.13931162 -8.12529743
  9.46401376 10.26634175 -1.39251522 -0.29727384 12.6789192   8.99594393
  1.09812972 -0.79795895 -7.13702425]",3
5074,5074,12/08/2005,19:15,"Chicago, Illinois",Southwest Airlines,1248,"Baltimore, Maryland - Chicago, Illinois - Las Vegas, Nevada",Boeing B-737-7H4,N471WN,32471/1535,103.0,0.0,1.0,"The jetliner slid off Runway 13C at Chicago's Midway Airport, went through an airport boundary fence and crashed into two vehicles at a nearby intersection, killing a young 6- year-old boy. Heavy snow was falling at the time of the accident. The plane had circled the airport for 30 to 35 minutes before attempting to land. The pilots' failure to use available reverse thrust in a timely manner to safely slow or stop the airplane after landing, which resulted in a runway overrun. This failure occurred because the pilots' first experience and lack of familiarity with the airplane's autobrake system distracted them from thrust reverser usage during the challenging landing. Contributing to the accident were Southwest Airline's 1) failure to provide its pilots with clear and consistent guidance and training regarding company policies and procedures related to arrival landing distance calculations; 2) programming and design of its onboard performance computer, which did not present inherent assumptions in the program critical to pilot decision making; 3) plan to implement new autobrake procedures without a familiarization period; and 4) failure to include a margin of safety in the arrival assessment to account for operational uncertainties. Also contributing to the accident was the pilots' failure to divert to another airport given reports that included poor braking action and a tailwind component greater than 5 knots. Contributing to the severity of the accident was the absence of an engineering materials arresting system, which was needed because of the limited runway safety area beyond the departure end of runway 31C.",41.8755616,-87.6244212,"[-13.43515242  -3.34206242  40.22761902 -21.1577448    1.39836941
 -26.44022942  11.927072    22.81613261  -1.56230954  27.72880609
  61.92943645  28.59447071  19.43367273 -16.8410311  -41.31257555]",1
5075,5075,12/10/2005,14:08,"Near Port Harcourt, Nigeria",Sosoliso Airlines,1145,Abuja - Port Harcourt,McDonnell DC-9-32,5NBFD,47562/685,109.0,108.0,0.0,"The plane crash-landed and burst into flames in a lightning storm while attempting to land at Port Harcourt Airport. Pilot error. The crew's decision to continue to approach below the decision altitude without having the runway in sight.  It was recommended to improve the training of Nigerian pilots to recognize and recover from adverse weather conditions including windshear. Also, airports and aircraft should be equipped with instruments to detect windshear.",5.119167058262358,7.324111511024148,"[ -9.24082506  -1.95927418  23.63222902 -10.12966751   3.36504576
 -10.98427032   9.95299441   7.01446643   0.54834115  11.90291232
  24.60152048   9.30700813  10.22153338  -3.8543067  -15.42559622]",2
5076,5076,12/19/2005,14:40,"Off Miami Beach, Florida",Chalk's Ocean Airways,101,"Miami, Florida - Bimini, Bahamas",Grumman G73T Turbo Mallard,N2969,J-27,20.0,20.0,0.0,"The seaplane crashed off Miami Beach next to a jetty as it was taking off. There was an explosion and fire and the right wing separated prior to the plane impacting the water. Examination of the wreckage revealed fatigue cracks in the right wing. The failure of Chalk's Ocean Airways' maintenance program to identify and properly repair fatigue cracks in the wing, and the failure of the FAA to detect and correct deficiencies in the company's maintenance program. Although a 16-inch crack in the wing had been patched, a more significant flaw in a nearby support beam hadn't been repaired. The carrier had no record of patching the crack.",25.85826619365956,-79.69311502159057,"[ -2.48268915   1.10110729   2.74878856  -8.73440614  -6.614438
 -14.2771714    6.56009861  14.69356591  -4.62183245   2.25415999
  23.66559398  12.57970932   1.94229195  -5.73983601 -15.23479751]",4
5077,5077,12/23/2005,22:27,"Nardaran, Azerbaijan",Azerbaijan Airlines,217,"Baku, Azerbaijan - Aktau, Kazakhstan",Antonov AN-140-100,4K-AZ48,36525307036,23.0,23.0,0.0,The plane crashed along the shore of the Caspian Sea 8 minutes after taking off from Baku. Instrument failure left the crew unable to control the aircraft.,40.5588769,50.0065319,"[-2.50353039 -0.12479787  4.20097179 -4.84164359 -2.39271266 -7.48710485
  5.35219551  7.07126784 -1.76142703  1.73005453 12.5686686   6.38331655
  1.63276111 -2.80157073 -7.55472347]",3
5078,5078,11/17/2006,08:07,"Puncak Jaya, Indonesia",Trigana Air Service,,Mulia - Ilaga,de Havilland Canada DHC-6 Twin Otter 300,PK-YPY,535,12.0,12.0,0.0,The aircraft struck a mountain seven minutes before it was scheduled to land in the remote Indonesian province of Papua.,-4.0786047,137.1586126,"[-1.96634191 -0.38564903  2.25749034 -2.6755566  -0.52530865 -3.03798416
  4.06645268  2.7137948  -0.25658825  0.8734396   4.32262981  2.14522868
  1.53095764  0.6965811  -2.23915088]",0
